,City,Lat.,Lon.,Max. Temp.,Humidity,Cloudiness,Windspeed,Country,Date
106,Dubbo,-32.25,148.6167,46.4,93,2,6.91,AU,1618678823
107,Torbay,47.6666,-52.7314,41.0,81,90,19.57,CA,1618678951
108,Vardø,70.3705,31.1107,33.21,89,100,10.87,NO,1618678951
109,Constitución,-35.3333,-72.4167,63.0,71,73,6.62,CL,1618678951
110,Road Town,18.4167,-64.6167,84.2,74,20,11.5,VG,1618678952
111,Gravdal,68.1214,13.5031,41.22,83,1,13.24,NO,1618678952
112,San Felipe,10.3399,-68.7425,93.79,37,89,5.86,VE,1618678952
113,Saint-Philippe,-21.3585,55.7679,77.0,78,90,9.22,RE,1618678953
114,Naze,28.3667,129.4833,61.68,58,13,18.05,JP,1618678953
115,Masvingo,-20.0637,30.8277,56.41,68,43,5.73,ZW,1618678953
116,Tuktoyaktuk,69.4541,-133.0374,12.2,92,75,8.05,CA,1618678954
117,Cherskiy,68.75,161.3,10.33,83,22,13.98,RU,1618678954
119,Berlevåg,70.8578,29.0864,37.65,93,100,6.24,NO,1618678955
120,Arraial do Cabo,-22.9661,-42.0278,80.6,69,40,20.71,BR,1618678955
121,Faanui,-16.4833,-151.75,81.01,77,90,8.48,PF,1618678955
122,Show Low,34.2542,-110.0298,54.0,28,1,6.8,US,1618678956
123,Sioux Lookout,50.1001,-91.917,46.4,27,20,6.91,CA,1618678956
124,Muli,2.9167,73.5667,83.43,71,28,7.9,MV,1618678956
125,Northam,51.0333,-4.2167,50.0,51,43,1.99,GB,1618678957
126,Muhos,64.808,25.9931,50.0,37,0,4.61,FI,1618678958
127,Popondetta,-8.7537,148.2534,74.08,94,100,2.24,PG,1618678958
128,Abong Mbang,3.9833,13.1833,77.52,67,55,2.33,CM,1618678959
129,Valentín Gómez Farías,28.2167,-106.5833,63.0,23,0,3.0,MX,1618678960
130,Penzance,50.1186,-5.5371,50.0,66,20,9.22,GB,1618678960
131,Kavaratti,10.5669,72.642,84.76,68,48,7.9,IN,1618678961
132,Alta Floresta,-9.8756,-56.0861,71.62,96,100,6.42,BR,1618678961
133,Port Elizabeth,-33.918,25.5701,66.2,72,0,14.97,ZA,1618678961
134,Ribeira Grande,38.5167,-28.7,66.2,88,40,16.11,PT,1618678962
135,Kati,12.7441,-8.0726,89.6,45,0,10.36,ML,1618678962
136,Bajil,15.0584,43.2851,86.74,47,91,2.1,YE,1618678962
137,Tuatapere,-46.1333,167.6833,52.0,89,100,5.99,NZ,1618678963
138,Flin Flon,54.7682,-101.865,46.4,42,75,4.61,CA,1618678963
139,Bethel,41.3712,-73.414,50.0,57,90,6.91,US,1618678817
140,Kaberamaido,1.7389,33.1594,75.9,58,61,1.66,UG,1618678964
141,Mahibadhoo,3.7833,72.9667,83.66,71,54,7.83,MV,1618678921
142,Bambous Virieux,-20.3428,57.7575,79.0,89,75,1.14,MU,1618678964
143,Domoni,-12.2569,44.5319,80.22,83,100,12.8,KM,1618678964
144,Dikson,73.5069,80.5464,-14.78,100,52,4.09,RU,1618678965
145,Kavieng,-2.5744,150.7967,82.09,76,59,8.25,PG,1618678965
146,Clyde River,70.4692,-68.5914,8.6,78,1,5.75,CA,1618678966
147,Saint George,37.1041,-113.5841,60.01,41,1,6.91,US,1618678925
148,Sept-Îles,50.2001,-66.3821,39.2,65,90,12.66,CA,1618678690
149,Bundaberg,-24.85,152.35,68.0,82,40,8.05,AU,1618678966
150,Yatou,37.15,122.3833,43.32,50,0,7.52,CN,1618678967
152,Morón,-34.6534,-58.6198,80.01,45,45,4.0,AR,1618678692
153,Ous,60.9058,61.5186,40.71,75,100,16.26,RU,1618678967
154,Cidreira,-30.1811,-50.2056,73.18,80,100,10.6,BR,1618678968
155,Gemena,3.25,19.7667,75.79,84,95,2.64,CD,1618678969
156,Tual,-5.6667,132.75,83.03,74,100,14.29,ID,1618678969
157,Norman Wells,65.282,-126.8329,32.0,80,75,3.44,CA,1618678970
158,Angoram,-4.0625,144.0661,73.09,99,100,2.44,PG,1618678970
159,Abū Zabad,12.35,29.25,90.99,7,63,7.25,SD,1618678970
160,Hasaki,35.7333,140.8333,64.4,94,75,16.11,JP,1618678915
161,Nurota,40.5614,65.6886,68.0,32,100,4.61,UZ,1618678971
162,Hithadhoo,-0.6,73.0833,82.96,61,20,6.22,MV,1618678971
163,Farmington,36.7281,-108.2187,50.0,61,75,6.42,US,1618678820
164,Lüderitz,-26.6481,15.1594,83.23,34,36,9.37,NA,1618678972
165,Chipinge,-20.1883,32.6236,54.43,65,7,3.31,ZW,1618678972
166,Dongsheng,39.8161,109.9776,41.92,22,0,10.07,CN,1618678972
167,Mahébourg,-20.4081,57.7,78.8,89,75,1.14,MU,1618678973
168,Los Llanos de Aridane,28.6585,-17.9182,69.8,64,75,14.97,ES,1618678973
169,Longyearbyen,78.2186,15.6401,23.0,74,90,28.77,SJ,1618678923
170,Townsville,-19.25,146.8,78.8,78,90,10.36,AU,1618678973
171,Labuhan,-6.8844,112.2051,78.94,81,94,4.79,ID,1618678974
172,Balaipungut,1.05,101.2833,75.2,94,20,2.59,ID,1618678974
173,Morgan City,29.6994,-91.2068,62.6,100,90,9.22,US,1618678974
174,Mehamn,71.0357,27.8492,37.63,91,92,12.03,NO,1618678975
175,Vila Velha,-20.3297,-40.2925,81.0,78,75,5.75,BR,1618678975
177,Saskylakh,71.9167,114.0833,9.59,94,100,12.12,RU,1618678976
178,Carnarvon,-24.8667,113.6333,76.95,70,86,8.86,AU,1618678787
179,Meridian,43.6121,-116.3915,57.99,24,1,8.05,US,1618678849
180,Benguela,-12.5763,13.4055,82.51,73,10,4.29,AO,1618678976
181,Laguna,38.421,-121.4238,73.4,25,1,9.22,US,1618678977
182,Kirakira,-10.4544,161.9205,78.58,82,59,7.29,SB,1618678977
183,Upernavik,72.7868,-56.1549,7.92,75,100,8.48,GL,1618678977
184,Esperance,-33.8667,121.9,55.4,76,54,9.22,AU,1618678978
185,São José da Coroa Grande,-8.8978,-35.1478,81.99,72,74,6.04,BR,1618678978
187,Kruisfontein,-34.0033,24.7314,69.01,49,62,1.01,ZA,1618678978
188,Brae,60.3964,-1.353,46.4,76,40,13.8,GB,1618678979
189,Leningradskiy,69.3833,178.4167,23.94,91,100,6.69,RU,1618678979
191,Grand Gaube,-20.0064,57.6608,79.0,84,42,10.18,MU,1618678980
192,Cockburn Town,21.4612,-71.1419,78.78,79,21,11.7,TC,1618678980
193,Tabuk,17.4189,121.4443,72.73,83,91,5.66,PH,1618678980
194,Mana,5.6592,-53.7767,81.84,75,56,13.98,GF,1618678981
195,Avarua,-21.2078,-159.775,69.8,100,49,1.14,CK,1618678981
196,Aklavik,68.2191,-135.0107,26.6,74,20,8.05,CA,1618678981
197,Airai,-8.9266,125.4092,57.92,90,98,2.48,TL,1618678982
199,Lázaro Cárdenas,17.9583,-102.2,83.68,48,0,7.67,MX,1618678982
201,Thompson,55.7435,-97.8558,35.6,69,90,13.8,CA,1618678983
202,Bengkulu,-3.8004,102.2655,75.45,88,100,4.07,ID,1618678983
203,Ilulissat,69.2167,-51.1,8.6,61,40,9.22,GL,1618678983
204,Noumea,-22.2763,166.4572,75.0,100,0,2.3,NC,1618678805
205,Ion Corvin,44.1167,27.8,54.0,47,62,4.0,RO,1618678984
206,Tiarei,-17.5333,-149.3333,80.6,69,20,4.61,PF,1618678984
207,Lavrentiya,65.5833,-171.0,30.38,93,100,11.99,RU,1618678985
208,Baruun-Urt,46.6806,113.2792,45.66,21,0,16.28,MN,1618678869
209,Waingapu,-9.6567,120.2641,77.14,85,71,7.14,ID,1618678985
210,Sakai,34.5833,135.4667,55.4,62,40,28.77,JP,1618678985
211,Zaragoza,41.6561,-0.8773,55.99,35,0,29.93,ES,1618678986
212,Bud,39.447,-86.1758,55.0,58,75,5.75,US,1618678986
214,Albemarle,35.3501,-80.2001,66.0,36,75,6.91,US,1618678987
215,Mackay,-21.15,149.2,77.0,83,90,12.66,AU,1618678987
216,Pisco,-13.7,-76.2167,72.0,73,0,9.22,PE,1618678987
217,Cassilândia,-19.1133,-51.7342,91.08,36,6,3.36,BR,1618678988
218,Sorong,-0.8833,131.25,78.53,86,84,6.29,ID,1618678988
219,Chengzhong,30.95,113.55,60.8,48,0,6.71,CN,1618678988
220,Riyadh,24.6877,46.7219,80.6,12,40,6.91,SA,1618678812
221,Avera,33.194,-82.5271,71.6,37,40,1.79,US,1618678989
222,Egvekinot,66.3167,-179.1667,27.01,98,100,20.69,RU,1618678989
223,Klaksvík,62.2266,-6.589,46.4,81,100,23.02,FO,1618678989
224,Pokhara,28.2333,83.9833,69.8,33,15,7.09,NP,1618678990
225,Shache,38.4167,77.2406,62.13,33,100,6.44,CN,1618678990
227,Olinda,-8.0089,-34.8553,82.4,69,40,6.91,BR,1618678991
228,Saint Anthony,45.0205,-93.218,57.2,33,20,9.22,US,1618678991
229,Moerai,-22.4333,-151.3333,78.82,77,14,7.54,PF,1618678991
230,Mareeba,-17.0,145.4333,78.8,65,90,8.05,AU,1618678992
231,Geraldton,-28.7667,114.6,66.2,45,44,9.22,AU,1618678992
232,Arlit,18.7369,7.3853,102.18,3,98,9.35,NE,1618678992
233,São José,-28.2333,-49.1667,67.46,98,100,0.81,BR,1618678993
235,Muskogee,35.5834,-95.3336,51.8,71,75,13.8,US,1618678857
236,Vila Franca do Campo,37.7167,-25.4333,66.2,94,75,6.91,PT,1618678993
237,Boyuibe,-20.4167,-63.2833,78.01,69,68,3.91,BO,1618678994
238,Saldanha,-33.0117,17.9442,84.2,21,0,8.05,ZA,1618678994
239,Aras,42.5617,-2.356,50.0,50,75,10.36,ES,1618678994
240,Tamiahua,21.2667,-97.45,83.71,72,93,12.84,MX,1618678995
241,Novoselytsya,48.2193,26.2653,52.0,57,100,7.87,UA,1618678995
242,Bathsheba,13.2167,-59.5167,86.0,58,75,21.85,BB,1618678867
243,Kuala Terengganu,5.3302,103.1408,78.8,89,20,4.61,MY,1618678996
244,La Ronge,55.1001,-105.2842,50.0,40,100,8.05,CA,1618678996
245,Mount Gambier,-37.8333,140.7667,51.8,93,90,4.61,AU,1618678996
246,Chul'man,56.8479,124.9104,27.1,97,100,1.97,RU,1618678997
247,Salalah,17.0151,54.0924,82.4,78,0,3.44,OM,1618678997
248,Rio Grande,-32.035,-52.0986,75.2,73,75,9.22,BR,1618678997
249,Santiago del Estero,-27.7951,-64.2615,84.51,51,54,11.48,AR,1618678884
250,Bubaque,11.2833,-15.8333,78.26,70,100,18.86,GW,1618678998
251,Kaduna,10.5222,7.4383,94.35,20,100,4.99,NG,1618678998
252,Adwa,14.1646,38.8955,68.41,52,97,8.01,ET,1618678998
254,Tiksi,71.6872,128.8694,5.58,96,100,10.02,RU,1618678999
255,Prokhorovka,51.0374,36.7325,50.0,62,75,11.18,RU,1618678999
256,São Filipe,14.8961,-24.4956,73.81,69,1,14.52,CV,1618679000
257,Beringovskiy,63.05,179.3167,33.33,96,100,16.87,RU,1618679000
258,Tete,-16.1564,33.5867,75.2,64,75,9.22,MZ,1618679000
259,Natal,-5.795,-35.2094,82.4,78,75,8.05,BR,1618678715
260,Blagoyevo,63.3667,47.9167,40.15,89,95,12.71,RU,1618679001
261,Vestmannaeyjar,63.4427,-20.2734,41.0,93,90,11.5,IS,1618679001
262,Tura,25.5198,90.2201,66.87,83,19,8.86,IN,1618679001
263,Gamba,-2.65,10.0,80.6,83,96,8.23,GA,1618679002
264,Half Moon Bay,37.4636,-122.4286,57.0,71,40,9.22,US,1618679002
265,Wattegama,6.7989,81.4808,76.51,88,93,4.16,LK,1618679002
266,Cristalina,-16.7686,-47.6136,76.33,44,15,3.89,BR,1618678877
267,Tarko-Sale,64.9225,77.785,1.99,81,47,12.08,RU,1618679003
268,Seoul,37.5683,126.9778,46.4,70,0,8.05,KR,1618678709
269,Pandan,14.0453,124.1694,79.05,86,100,21.92,PH,1618679003
270,Sola,-13.8833,167.55,81.9,75,49,14.23,VU,1618679004
271,Pavlohrad,48.5167,35.8667,50.0,62,0,4.47,UA,1618679004
272,Byron Bay,-28.65,153.6167,60.8,82,90,11.5,AU,1618679004
273,Ejea de los Caballeros,42.1263,-1.1372,55.99,37,3,28.77,ES,1618679005
274,Changji,44.0167,87.3167,64.4,25,84,8.95,CN,1618679005
275,Rostock,54.0887,12.1405,53.6,58,20,9.22,DE,1618678932
276,Tiznit Province,29.5833,-9.5,69.13,52,0,9.33,MA,1618679006
277,Colón,9.3592,-79.9014,81.0,85,78,28.99,PA,1618679006
278,Orangeburg,33.4918,-80.8557,73.4,33,1,3.65,US,1618679006
279,Padang,-0.9492,100.3543,76.59,82,100,2.24,ID,1618678913
280,Sakakah,29.9697,40.2064,87.8,16,0,3.44,SA,1618679007
281,Takoradze,4.8845,-1.7554,85.44,66,91,13.29,GH,1618679007
282,Whithorn,18.2604,-78.0378,86.0,70,40,20.71,JM,1618679007
283,Kennett,36.2362,-90.0556,57.2,77,75,8.05,US,1618679008
284,Kaeo,-35.1,173.7833,50.0,92,62,4.0,NZ,1618679008
285,Xinmin,41.9908,122.8253,30.2,93,0,2.24,CN,1618679009
286,Namwala,-15.7504,26.4384,66.47,49,99,5.44,ZM,1618679009
287,Rocha,-34.4833,-54.3333,74.71,56,3,6.04,UY,1618679009
288,Buncrana,55.1333,-7.45,57.2,58,90,20.71,IE,1618679010
289,Port Hardy,50.6996,-127.4199,50.0,76,1,4.76,CA,1618678800
290,Kalāleh,37.3807,55.4916,62.6,63,0,5.08,IR,1618679010
291,Neuquén,-38.9516,-68.0591,66.2,45,0,3.44,AR,1618678759
292,Cayenne,4.9333,-52.3333,86.0,66,75,20.71,GF,1618678788
294,Rome,43.2128,-75.4557,51.01,53,90,10.36,US,1618679011
295,Tegul'det,57.3064,88.1667,21.94,77,15,6.89,RU,1618679011
296,Yancheng,33.3856,120.1253,43.93,54,1,3.27,CN,1618679012
297,Port-Cartier,50.0334,-66.8654,39.2,65,90,12.66,CA,1618679012
298,Nālūt,30.3333,10.85,81.9,21,100,16.17,LY,1618679012
299,Rena,61.1348,11.3641,45.64,80,15,2.62,NO,1618679013
301,Touros,-5.1989,-35.4608,82.4,74,40,9.22,BR,1618679013
302,Hualmay,-11.0964,-77.6139,72.63,74,84,10.58,PE,1618679013
303,Liwale,-9.7667,37.9333,68.32,90,58,4.97,TZ,1618679014
304,Dhidhdhoo,6.8833,73.1,85.05,67,63,4.97,MV,1618678812
305,Tarrafal,15.2833,-23.7667,75.2,64,20,21.85,CV,1618679014
306,Srandakan,-7.9386,110.2506,77.63,84,99,1.59,ID,1618679015
307,Severo-Kuril'sk,50.6789,156.125,35.67,72,94,5.12,RU,1618679015
308,Mariehamn,60.0973,19.9348,51.8,32,0,8.05,AX,1618679015
309,Rubiataba,-15.1644,-49.8033,83.82,52,39,1.63,BR,1618679016
310,Anáhuac,27.2333,-100.15,57.2,100,90,5.75,MX,1618678865
312,Nouadhibou,20.931,-17.0347,77.0,57,0,18.41,MR,1618679016
313,Tigil',57.8,158.6667,11.41,92,12,5.75,RU,1618679017
315,Mananara,-16.1667,49.7667,76.51,92,58,5.84,MG,1618679017
316,Nador,35.174,-2.9287,68.0,59,0,4.61,MA,1618679018
317,Nome,64.5011,-165.4064,30.2,93,90,8.05,US,1618679018
318,Belfast,54.5833,-5.9333,53.6,46,99,19.57,GB,1618678917
319,Balabac,7.9868,117.0645,80.92,80,100,10.87,PH,1618679018
320,Mbandaka,0.0487,18.2603,77.32,82,69,5.88,CD,1618679019
321,Ostrovnoy,68.0531,39.5131,31.39,77,100,7.14,RU,1618679019
322,Alice Springs,-23.7,133.8833,50.0,66,0,8.05,AU,1618679019
323,Tevriz,57.509,72.4042,38.12,72,100,9.28,RU,1618679020
324,Yar-Sale,66.8333,70.8333,-9.6,99,36,8.23,RU,1618679020
325,Boddam,57.4667,-1.7833,51.01,61,42,16.11,GB,1618679020
326,Sinegorskiy,48.0139,40.8447,50.86,63,18,8.77,RU,1618679021
328,Angoche,-16.2325,39.9086,76.41,67,92,17.4,MZ,1618679021
329,Gold Coast,-28.0,153.4333,63.0,77,90,11.5,AU,1618679022
330,Paamiut,61.994,-49.6678,20.21,51,6,12.5,GL,1618678990
331,Dawson,31.7735,-84.4466,73.4,53,75,4.61,US,1618679022
332,Pirgos,35.1167,25.7178,73.99,73,40,3.44,GR,1618679022
333,Chui,-33.6971,-53.4616,73.53,60,25,6.69,UY,1618679023
334,Raudeberg,61.9875,5.1352,46.99,54,0,6.67,NO,1618679023
336,Vao,-22.6667,167.4833,74.86,73,5,15.35,NC,1618679024
337,Sumter,28.7086,-82.0831,81.0,83,92,4.0,US,1618679024
338,Isangel,-19.55,169.2667,77.2,87,94,13.27,VU,1618679024
339,Araouane,18.9048,-3.5265,95.9,10,75,12.24,ML,1618679025
340,Ginir,7.1333,40.7,58.51,87,53,2.98,ET,1618679025
341,Verāval,20.9,70.3667,80.89,77,4,12.91,IN,1618679025
342,Koumac,-20.5667,164.2833,73.72,84,30,4.16,NC,1618679026
343,Ternate,0.8,127.4,81.32,80,100,9.64,ID,1618679026
344,Pacific Grove,36.6177,-121.9166,55.0,71,75,5.75,US,1618679026
345,Amuntai,-2.4177,115.2494,73.65,87,100,0.4,ID,1618679027
346,Hwange,-18.3693,26.5019,70.43,56,100,4.43,ZW,1618679027
347,Çermik,38.1361,39.4493,69.8,35,75,6.91,TR,1618678933
348,Baijiantan,45.6333,85.1833,62.01,41,89,14.12,CN,1618679027
349,Port Blair,11.6667,92.75,81.45,71,7,3.65,IN,1618679028
350,Atambua,-9.1061,124.8925,71.89,88,94,4.14,ID,1618679028
351,Palmer,42.1584,-72.3287,48.2,57,90,6.91,US,1618679028
352,Assiut,27.181,31.1837,96.8,15,0,8.05,EG,1618679029
353,Constantine,36.365,6.6147,51.8,58,75,13.8,DZ,1618679029
355,Quelimane,-17.8786,36.8883,77.0,61,75,12.66,MZ,1618679030
356,Laas,46.6166,10.7002,59.0,36,0,11.5,IT,1618679030
357,Dolinsk,47.35,142.8,41.0,93,90,6.71,RU,1618679030
358,Caçu,-18.5567,-51.1308,92.01,32,17,4.38,BR,1618679031
359,Karratha,-20.7377,116.8463,81.55,61,1,5.03,AU,1618679031
360,Te Anau,-45.4167,167.7167,50.16,92,100,6.58,NZ,1618678821
361,Mergen,49.1833,125.2167,37.47,71,2,6.24,CN,1618679031
362,Rawson,-43.3002,-65.1023,68.49,38,100,18.41,AR,1618679032
364,Santa Maria,-29.6842,-53.8069,80.6,65,75,9.22,BR,1618679005
365,Ahipara,-35.1667,173.1667,58.91,75,86,6.98,NZ,1618679032
366,Verkhnevilyuysk,63.4453,120.3167,12.06,81,99,14.94,RU,1618679033
367,Hamilton,39.1834,-84.5333,55.99,62,90,8.05,US,1618678949
368,Sur,22.5667,59.5289,83.26,61,100,2.86,OM,1618679033
369,Nizhniy Odes,63.6445,54.856,28.35,70,98,12.62,RU,1618679034
370,Şebinkarahisar,40.2883,38.4236,55.2,70,96,1.77,TR,1618679034
371,Ust-Kuyga,70.0167,135.6,17.01,95,100,3.13,RU,1618679034
372,Marawi,7.9986,124.2928,75.0,93,100,3.0,PH,1618679035
373,Coquimbo,-29.9533,-71.3436,62.6,72,75,4.61,CL,1618678922
374,Houma,29.5958,-90.7195,63.0,100,90,13.8,US,1618678790
375,Jacksonville,30.3322,-81.6556,70.0,88,90,5.75,US,1618678813
376,Nuuk,64.1835,-51.7216,19.4,53,40,6.91,GL,1618679035
379,Antalaha,-14.9003,50.2788,77.63,87,97,1.63,MG,1618679036
380,Margate,51.3813,1.3862,46.99,56,24,5.01,GB,1618678850
381,Boende,-0.2167,20.8667,80.67,69,66,4.34,CD,1618679036
382,Mendi,-6.1761,143.6513,55.56,97,100,2.37,PG,1618679037
383,Beloha,-25.1667,45.05,64.02,55,53,8.21,MG,1618679037
384,Mayma,52.0197,85.9114,32.11,95,95,2.21,RU,1618679038
385,La Grande,45.3246,-118.0877,52.0,41,0,2.28,US,1618679038
386,Deputatsky,69.3,139.9,2.82,95,100,3.83,RU,1618679038
387,Qandala,11.472,49.8728,82.31,66,9,7.52,SO,1618679039
388,Talnakh,69.4865,88.3972,-21.1,96,71,2.89,RU,1618679039
389,Bandarbeyla,9.4942,50.8122,81.48,71,4,12.53,SO,1618679039
390,Altay,47.8667,88.1167,47.89,53,99,1.52,CN,1618679040
391,Ayan,56.45,138.1667,14.67,95,62,2.64,RU,1618679040
392,Lebu,-37.6167,-73.65,61.56,60,78,6.69,CL,1618679040
393,Grindavik,63.8424,-22.4338,39.2,87,90,10.36,IS,1618679041
394,Cap Malheureux,-19.9842,57.6142,79.0,84,38,10.2,MU,1618679041
395,Zaoyang,32.1272,112.7542,55.83,49,100,5.93,CN,1618679041
